,time,fights_f1,win_proportion_f2,height_diff,reach_diff,outcome
4192,257,1.0,0.6,-3.0,-1.0,0.0
4193,138,11.0,0.6,-3.0,4.0,1.0
4194,156,7.0,0.7142857142857143,2.0,5.0,1.0
4195,300,1.0,0.7142857142857143,-2.0,-2.0,1.0
4196,30,8.0,0.7142857142857143,-3.0,-1.0,1.0
4197,56,5.0,0.7142857142857143,2.0,1.0,0.0
4199,300,12.0,0.7142857142857143,2.0,2.0,1.0
4200,267,2.0,0.7142857142857143,0.0,-1.0,1.0
4201,300,17.0,0.3333333333333333,0.0,1.0,1.0
4202,300,13.0,0.3333333333333333,1.0,3.0,0.0
4203,300,7.0,0.3333333333333333,-1.0,0.0,0.0
4204,300,2.0,0.6666666666666666,4.0,1.0,1.0
4205,300,2.0,0.6666666666666666,4.0,4.0,0.0
4206,300,3.0,0.6666666666666666,4.0,2.0,1.0
4209,300,2.0,0.75,0.0,-1.0,1.0
4210,300,1.0,0.75,-1.0,-1.0,1.0
4211,268,1.0,0.75,1.0,2.0,0.0
4212,300,6.0,0.75,-1.0,-3.0,1.0
4213,300,10.0,1.0,4.0,6.0,1.0
4214,300,3.0,0.0,0.0,-4.0,0.0
4215,46,3.0,0.75,2.0,4.0,1.0
4216,37,12.0,0.75,-2.0,-1.0,1.0
4217,300,7.0,0.75,0.0,-1.0,0.0
4218,300,5.0,0.75,1.0,1.0,1.0
4219,115,11.0,0.4,-1.0,-1.0,1.0
4220,300,6.0,0.4,-3.0,-3.0,0.0
4221,47,9.0,0.4,-1.0,0.0,1.0
4222,300,4.0,0.4,2.0,4.0,0.0
4223,283,4.0,0.4,-1.0,3.0,0.0
4224,300,6.0,0.4,1.0,1.0,1.0
4225,300,17.0,0.4,0.0,0.0,1.0
4226,300,9.0,0.4,-1.0,2.0,0.0
4227,300,11.0,0.4,3.0,1.0,0.0
4233,300,4.0,0.6666666666666666,-1.0,2.0,1.0
4234,300,10.0,0.6666666666666666,-3.0,0.0,1.0
4235,300,5.0,0.6666666666666666,0.0,0.0,0.0
4236,300,5.0,0.5,0.0,-5.0,1.0
4237,261,7.0,0.5,-1.0,-5.0,0.0
4238,212,7.0,0.5,-1.0,0.0,0.0
4239,300,12.0,0.5,1.0,-2.0,1.0
4244,158,16.0,0.5,2.0,1.0,0.0
4245,28,6.0,0.5,1.0,-1.0,1.0
4246,78,8.0,0.5,4.0,0.0,1.0
4247,300,4.0,0.5,3.0,0.0,0.0
4248,101,14.0,0.5,11.0,10.0,1.0
4249,300,11.0,0.5,2.0,6.0,0.0
4250,300,5.0,0.5,2.0,1.0,1.0
4252,181,8.0,0.3333333333333333,3.0,1.0,1.0
4253,300,3.0,0.3333333333333333,0.0,-1.0,0.0
4254,175,8.0,0.3333333333333333,1.0,0.0,0.0
4255,300,3.0,0.3333333333333333,1.0,2.0,0.0
4257,300,3.0,0.3333333333333333,3.0,5.0,1.0
4258,284,6.0,0.5,-4.0,-2.0,1.0
4259,250,3.0,0.5,-1.0,3.0,0.0
4260,250,11.0,0.6,-4.0,-9.0,1.0
4261,221,9.0,0.6,-6.0,-10.0,1.0
4262,25,14.0,0.6,0.0,-2.0,0.0
4263,207,8.0,0.6,2.0,-3.0,0.0
4264,216,3.0,0.6,-3.0,-5.0,1.0
4265,60,14.0,0.5,0.0,2.0,1.0
4266,218,1.0,0.5,-1.0,-2.0,0.0
4267,300,1.0,0.8,1.0,2.0,1.0
4269,300,2.0,0.8,2.0,2.0,1.0
4270,300,6.0,0.8,2.0,-1.0,1.0
4271,29,7.0,0.8,-2.0,-3.0,1.0
4272,19,7.0,0.6666666666666666,3.0,1.0,1.0
4273,300,5.0,0.6666666666666666,0.0,-2.0,0.0
4274,300,7.0,0.6666666666666666,0.0,2.0,1.0
4275,25,4.0,0.6666666666666666,0.0,-3.0,1.0
4276,300,4.0,0.6666666666666666,0.0,-4.0,0.0
4277,300,6.0,0.6666666666666666,-4.0,0.0,1.0
4278,80,12.0,0.625,0.0,4.0,1.0
4279,93,3.0,0.625,2.0,3.0,1.0
4280,206,4.0,0.625,0.0,1.0,0.0
4281,98,3.0,0.625,0.0,-1.0,1.0
4282,114,10.0,0.625,5.0,6.0,1.0
4283,102,7.0,0.625,-1.0,6.0,0.0
4284,256,6.0,0.625,-1.0,6.0,1.0
4285,173,4.0,0.625,1.0,5.0,0.0
4288,300,4.0,1.0,-2.0,-4.0,1.0
4289,300,4.0,1.0,-2.0,-2.0,1.0
4290,253,10.0,1.0,-2.0,-2.0,1.0
4291,253,10.0,1.0,-2.0,0.0,1.0
4292,300,14.0,0.75,0.0,1.0,1.0
4293,172,3.0,0.75,2.0,6.0,1.0
4294,300,5.0,0.75,-1.0,1.0,0.0
4296,49,3.0,0.6666666666666666,0.0,1.0,1.0
4297,265,11.0,0.6666666666666666,2.0,0.0,1.0
4298,300,5.0,0.6666666666666666,3.0,1.0,1.0
4299,300,8.0,0.6666666666666666,1.0,0.0,0.0
4300,300,1.0,0.6666666666666666,2.0,-1.0,0.0
4301,133,11.0,0.6666666666666666,2.0,3.0,1.0
4302,173,20.0,0.0,0.0,-1.0,0.0
4303,116,7.0,0.0,0.0,1.0,0.0
4304,300,6.0,0.6666666666666666,-3.0,-5.0,1.0
4305,121,3.0,0.6666666666666666,2.0,4.0,0.0
4306,300,8.0,0.6666666666666666,0.0,2.0,1.0
4307,166,5.0,1.0,4.0,3.0,1.0
4308,300,4.0,0.6666666666666666,-1.0,4.0,1.0
4309,300,12.0,0.6666666666666666,2.0,2.0,1.0
4311,300,8.0,0.8,-1.0,1.0,1.0
4312,300,6.0,0.8,2.0,-1.0,1.0
4313,300,6.0,0.8,0.0,-1.0,0.0
4314,300,18.0,0.8,0.0,-2.0,1.0
4315,300,3.0,0.8,5.0,6.0,1.0
4316,112,20.0,0.5,-1.0,-3.0,1.0
4317,267,4.0,0.5,-2.0,-1.0,0.0
4318,296,11.0,1.0,3.0,-2.0,1.0
4319,217,11.0,1.0,1.0,0.0,1.0
4320,137,3.0,1.0,4.0,2.0,1.0
4321,176,16.0,1.0,2.0,3.0,1.0
4322,300,7.0,0.6666666666666666,1.0,2.0,1.0
4323,300,4.0,0.6666666666666666,5.0,8.0,0.0
4324,300,3.0,0.6666666666666666,1.0,3.0,1.0
4325,248,21.0,0.2857142857142857,4.0,8.0,0.0
4326,300,8.0,0.2857142857142857,0.0,2.0,0.0
4327,187,10.0,0.2857142857142857,1.0,1.0,0.0
4328,137,6.0,0.2857142857142857,-4.0,0.0,0.0
4329,227,3.0,0.2857142857142857,0.0,1.0,1.0
4330,300,10.0,0.2857142857142857,3.0,3.0,0.0
4331,300,5.0,0.2857142857142857,4.0,6.0,1.0
4332,300,14.0,1.0,-1.0,-7.0,1.0
4335,300,19.0,0.75,1.0,1.0,1.0
4336,300,14.0,0.75,-1.0,-3.0,1.0
4337,300,7.0,0.75,-1.0,1.0,0.0
4338,300,19.0,0.75,0.0,1.0,1.0
4339,106,17.0,0.42857142857142855,3.0,4.0,0.0
4340,300,4.0,0.42857142857142855,1.0,-1.0,1.0
4341,186,9.0,0.42857142857142855,2.0,3.0,1.0
4342,300,9.0,0.42857142857142855,3.0,5.0,1.0
4343,300,14.0,0.42857142857142855,1.0,1.0,0.0
4344,53,4.0,0.42857142857142855,3.0,1.0,0.0
4345,141,6.0,0.42857142857142855,-2.0,1.0,0.0
4346,300,4.0,0.25,0.0,2.0,0.0
4347,300,10.0,0.25,-1.0,1.0,1.0
4348,17,3.0,0.25,0.0,3.0,0.0
4349,258,2.0,0.25,0.0,0.0,0.0
4350,14,5.0,1.0,4.0,1.0,1.0
4351,137,20.0,1.0,2.0,4.0,1.0
4353,300,4.0,0.5,1.0,6.0,1.0
4354,300,8.0,0.3333333333333333,3.0,3.0,0.0
4355,300,4.0,0.3333333333333333,3.0,3.0,1.0
4356,300,2.0,0.3333333333333333,0.0,0.0,0.0
4357,94,8.0,1.0,5.0,10.0,1.0
4358,119,7.0,1.0,0.0,0.0,1.0
4359,195,2.0,1.0,-1.0,-2.0,1.0
4360,174,6.0,1.0,0.0,0.0,1.0
4361,300,13.0,1.0,1.0,5.0,1.0
4362,176,7.0,1.0,-1.0,6.0,1.0
4363,300,2.0,1.0,-1.0,1.0,1.0
4364,229,9.0,0.5,-3.0,-5.0,1.0
4365,188,2.0,0.5,-3.0,-3.0,0.0
4368,300,8.0,0.75,-1.0,-4.0,1.0
4369,41,7.0,0.75,2.0,-2.0,1.0
4370,300,2.0,0.75,-2.0,-4.0,0.0
4371,109,3.0,0.75,0.0,-2.0,1.0
4372,300,7.0,1.0,1.0,1.0,1.0
4373,152,7.0,1.0,5.0,5.0,1.0
4375,86,14.0,0.6666666666666666,0.0,1.0,0.0
4376,300,27.0,0.6666666666666666,-2.0,0.0,1.0
4377,81,11.0,0.6666666666666666,0.0,1.0,1.0
4378,47,9.0,0.6666666666666666,-1.0,0.0,0.0
4379,163,7.0,0.6666666666666666,0.0,0.0,1.0
4380,300,10.0,0.6666666666666666,-1.0,-1.0,1.0
4381,138,27.0,0.8571428571428571,1.0,1.0,1.0
4382,157,15.0,0.8571428571428571,3.0,1.0,1.0
4383,92,5.0,0.8571428571428571,3.0,3.0,1.0
4384,267,10.0,0.8571428571428571,5.0,6.0,1.0
4385,267,19.0,0.8571428571428571,0.0,0.0,1.0
4386,64,5.0,0.8571428571428571,-1.0,-2.0,0.0
4387,172,3.0,0.8571428571428571,3.0,4.0,1.0
4388,162,3.0,0.5,3.0,0.0,1.0
4389,39,19.0,0.5,0.0,0.0,0.0
4394,25,4.0,0.6666666666666666,0.0,0.0,1.0
4395,300,10.0,0.6666666666666666,3.0,2.0,1.0
4396,57,8.0,0.6666666666666666,0.0,-3.0,0.0
4397,77,11.0,0.0,0.0,-3.0,0.0
4398,300,3.0,0.0,-2.0,-2.0,0.0
4402,99,7.0,0.6666666666666666,0.0,1.0,1.0
4403,300,2.0,0.6666666666666666,-1.0,-2.0,0.0
4404,300,2.0,0.6666666666666666,0.0,-3.0,1.0
4405,297,12.0,1.0,2.0,0.0,1.0
4406,300,6.0,1.0,-2.0,-5.0,1.0
4407,300,11.0,1.0,-3.0,-1.0,1.0
4408,300,11.0,1.0,-6.0,-4.0,1.0
4409,300,10.0,0.4,3.0,-2.0,1.0
4410,165,9.0,0.4,-2.0,-5.0,1.0
4411,152,7.0,0.4,2.0,0.0,0.0
4412,300,6.0,0.4,3.0,2.0,0.0
4413,136,19.0,0.4,0.0,-1.0,0.0
4414,300,4.0,0.36363636363636365,1.0,-1.0,0.0
4415,300,10.0,0.36363636363636365,2.0,1.0,0.0
4416,300,6.0,0.36363636363636365,0.0,0.0,1.0
4417,300,5.0,0.36363636363636365,3.0,2.0,0.0
4418,300,11.0,0.36363636363636365,3.0,3.0,1.0
4419,150,20.0,0.36363636363636365,4.0,1.0,1.0
4420,300,5.0,0.36363636363636365,1.0,-1.0,1.0
4421,300,10.0,0.36363636363636365,0.0,-1.0,0.0
4422,300,11.0,0.36363636363636365,0.0,-2.0,0.0
4423,75,1.0,0.36363636363636365,4.0,5.0,0.0
4424,300,2.0,0.36363636363636365,5.0,5.0,0.0
4425,300,10.0,1.0,1.0,-2.0,1.0
4427,182,7.0,1.0,-2.0,0.0,1.0
4428,300,5.0,1.0,2.0,2.0,1.0
4429,278,12.0,1.0,1.0,-2.0,1.0
4431,47,4.0,0.6666666666666666,4.0,7.0,1.0
4433,300,2.0,0.6666666666666666,-1.0,3.0,1.0
4434,300,8.0,1.0,1.0,-5.0,1.0
4435,191,9.0,1.0,1.0,-3.0,1.0
4436,300,4.0,1.0,-1.0,-6.0,1.0
4437,210,1.0,0.75,2.0,-1.0,1.0
4438,178,7.0,0.75,-3.0,-7.0,1.0
4439,96,1.0,0.75,-2.0,-5.0,0.0
4440,246,9.0,0.75,-2.0,-6.0,1.0
4441,300,11.0,0.8,0.0,-4.0,1.0
4442,300,14.0,0.8,0.0,2.0,0.0
4443,300,9.0,0.8,1.0,0.0,1.0
4444,280,4.0,0.8,-1.0,-3.0,1.0
4445,300,3.0,0.8,-2.0,-5.0,1.0
4446,300,6.0,0.6666666666666666,-1.0,1.0,1.0
4447,176,6.0,0.6666666666666666,-3.0,-5.0,1.0
4448,300,5.0,0.6666666666666666,3.0,1.0,0.0
4450,275,7.0,0.6,-1.0,-2.0,1.0
4451,158,5.0,0.6,-1.0,0.0,1.0
4452,163,11.0,0.6,-2.0,-4.0,1.0
4453,300,5.0,0.6,-1.0,-3.0,0.0
4454,233,1.0,0.6,-1.0,-2.0,0.0
4455,300,19.0,0.5,0.0,1.0,1.0
4456,300,18.0,0.5,2.0,2.0,0.0
4457,300,11.0,0.5,0.0,2.0,1.0
4458,300,12.0,0.5,1.0,2.0,0.0
4459,151,10.0,0.0,5.0,7.0,0.0
4460,288,20.0,1.0,1.0,3.0,1.0
4461,300,6.0,1.0,2.0,4.0,1.0
4462,71,8.0,1.0,4.0,3.0,1.0
4463,300,6.0,1.0,2.0,2.0,1.0
4464,233,9.0,1.0,2.0,1.0,1.0
4465,300,2.0,0.6666666666666666,-3.0,-3.0,0.0
4466,300,18.0,0.6666666666666666,-2.0,-1.0,1.0
4467,158,19.0,0.6666666666666666,-1.0,3.0,1.0
4468,181,9.0,0.6666666666666666,-5.0,-7.0,1.0
4469,300,20.0,0.6666666666666666,0.0,-2.0,1.0
4470,100,4.0,0.6666666666666666,1.0,3.0,0.0
4471,52,7.0,0.5,3.0,3.0,0.0
4472,29,14.0,0.5,3.0,4.0,1.0
4473,300,5.0,1.0,4.0,2.0,1.0
4474,300,11.0,1.0,4.0,3.0,1.0
4475,84,9.0,0.6666666666666666,4.0,7.0,1.0
4476,292,3.0,0.6666666666666666,4.0,6.0,1.0
4480,300,4.0,0.0,1.0,-2.0,0.0
4481,300,7.0,0.42857142857142855,3.0,5.0,1.0
4482,27,12.0,0.42857142857142855,3.0,2.0,0.0
4483,65,1.0,0.42857142857142855,0.0,-1.0,0.0
4484,300,5.0,0.42857142857142855,3.0,4.0,1.0
4485,50,3.0,0.42857142857142855,3.0,6.0,0.0
4486,300,9.0,0.42857142857142855,-1.0,1.0,0.0
4487,300,6.0,0.42857142857142855,0.0,-1.0,1.0
4488,69,5.0,1.0,1.0,4.0,1.0
4489,300,18.0,0.5,-1.0,-1.0,1.0
4490,116,3.0,0.5,1.0,2.0,0.0
4491,300,1.0,0.5,-2.0,-2.0,0.0
4492,300,7.0,0.5,-3.0,-2.0,1.0
4493,271,6.0,0.6,3.0,1.0,1.0
4494,158,8.0,0.6,-1.0,0.0,1.0
4495,300,2.0,0.6,0.0,-1.0,0.0
4496,66,16.0,0.6,6.0,5.0,1.0
4497,300,1.0,0.6,0.0,2.0,0.0
4498,300,3.0,0.8,1.0,2.0,0.0
4499,57,4.0,0.8,2.0,2.0,1.0
4500,87,9.0,0.8,-1.0,-1.0,1.0
4501,300,3.0,0.8,0.0,-2.0,1.0
4502,300,4.0,0.8,-2.0,-1.0,1.0
4503,300,6.0,0.5,1.0,-2.0,1.0
4504,300,11.0,0.5,0.0,-3.0,1.0
4505,20,5.0,0.5,2.0,0.0,0.0
4506,300,9.0,0.5,0.0,-1.0,0.0
4507,285,4.0,0.6666666666666666,5.0,3.0,1.0
4508,300,2.0,0.6666666666666666,2.0,4.0,0.0
4509,127,8.0,0.6666666666666666,0.0,1.0,1.0
4510,300,8.0,0.6,-1.0,-1.0,1.0
4511,300,4.0,0.6,-1.0,-4.0,1.0
4512,300,3.0,0.6,-4.0,-1.0,0.0
4513,169,2.0,0.6,-1.0,-3.0,0.0
4514,115,9.0,0.6,-3.0,-5.0,1.0
4516,26,10.0,1.0,2.0,5.0,1.0
4517,300,9.0,1.0,-1.0,5.0,1.0
4519,300,11.0,0.3333333333333333,-2.0,-2.0,1.0
4520,300,14.0,0.3333333333333333,9.0,9.0,0.0
4521,300,4.0,0.3333333333333333,2.0,6.0,0.0
4522,300,16.0,1.0,2.0,6.0,1.0
4523,300,9.0,1.0,1.0,0.0,1.0
4524,269,2.0,1.0,1.0,0.0,1.0
4525,300,17.0,0.75,0.0,1.0,1.0
4526,300,12.0,0.75,-1.0,2.0,1.0
4527,300,13.0,0.75,1.0,3.0,1.0
4528,300,7.0,0.75,1.0,2.0,0.0
4529,300,5.0,0.5,0.0,2.0,1.0
4530,30,10.0,0.5,-1.0,0.0,0.0
4531,300,7.0,0.5,0.0,1.0,0.0
4532,300,24.0,0.5,3.0,3.0,1.0
4533,86,6.0,0.625,0.0,4.0,1.0
4534,300,7.0,0.625,0.0,5.0,0.0
4535,175,13.0,0.625,0.0,2.0,1.0
4536,92,10.0,0.625,-1.0,0.0,1.0
4537,300,5.0,0.625,-1.0,-1.0,0.0
4538,116,3.0,0.625,1.0,0.0,1.0
4539,260,2.0,0.625,2.0,10.0,1.0
4540,300,3.0,0.625,0.0,1.0,0.0
4541,300,18.0,1.0,0.0,3.0,1.0
4542,101,6.0,1.0,0.0,2.0,1.0
4544,300,11.0,0.3333333333333333,1.0,3.0,0.0
4545,300,3.0,0.3333333333333333,0.0,4.0,0.0
4546,300,24.0,0.3333333333333333,4.0,4.0,1.0
4547,249,8.0,0.625,3.0,-3.0,1.0
4548,114,9.0,0.625,1.0,-4.0,1.0
4549,119,7.0,0.625,-1.0,-6.0,0.0
4550,246,6.0,0.625,1.0,-4.0,1.0
4551,178,11.0,0.625,-3.0,-9.0,1.0
4552,300,4.0,0.625,1.0,0.0,1.0
4553,268,1.0,0.625,3.0,-1.0,0.0
4554,264,1.0,0.625,-1.0,-5.0,0.0
4555,236,5.0,0.6,3.0,-2.0,1.0
4556,201,7.0,0.6,2.0,-1.0,0.0
4557,169,3.0,0.6,2.0,0.0,1.0
4558,300,8.0,0.6,1.0,1.0,0.0
4559,300,14.0,0.6,0.0,-4.0,1.0
4560,300,4.0,1.0,1.0,3.0,1.0
4561,198,4.0,0.6666666666666666,-3.0,0.0,1.0
4562,300,8.0,0.6666666666666666,-2.0,0.0,1.0
4565,129,5.0,0.6666666666666666,2.0,3.0,1.0
4566,300,14.0,0.6666666666666666,-1.0,0.0,1.0
4567,300,18.0,0.6666666666666666,3.0,6.0,0.0
4568,192,1.0,1.0,3.0,0.0,1.0
4569,300,7.0,0.625,-1.0,-3.0,1.0
4570,300,27.0,0.625,-1.0,0.0,1.0
4571,300,15.0,0.625,2.0,5.0,1.0
4572,300,3.0,0.625,3.0,2.0,0.0
4573,66,17.0,0.625,1.0,2.0,1.0
4574,300,4.0,0.625,4.0,4.0,0.0
4575,300,7.0,0.625,0.0,0.0,1.0
4576,300,3.0,0.625,-2.0,-1.0,0.0
4577,300,17.0,1.0,-1.0,0.0,1.0
4581,300,5.0,0.8,5.0,3.0,1.0
4582,31,5.0,0.8,0.0,0.0,1.0
4583,29,6.0,0.8,4.0,2.0,0.0
4584,300,5.0,0.8,2.0,2.0,1.0
4585,300,11.0,0.8,1.0,-2.0,1.0
4587,21,16.0,0.6,7.0,3.0,1.0
4588,300,5.0,0.6,6.0,3.0,0.0
4589,300,14.0,0.6,5.0,7.0,0.0
4590,300,17.0,0.6,5.0,3.0,1.0
4591,300,10.0,0.6,2.0,-2.0,1.0
4596,266,7.0,1.0,1.0,-1.0,1.0
4597,187,13.0,1.0,0.0,1.0,1.0
4598,196,12.0,1.0,1.0,1.0,1.0
4599,250,10.0,1.0,2.0,3.0,1.0
4601,300,14.0,0.6666666666666666,1.0,2.0,1.0
4602,300,18.0,0.6666666666666666,-1.0,-1.0,1.0
4603,112,8.0,0.6666666666666666,-1.0,2.0,0.0
4604,300,4.0,0.6666666666666666,0.0,2.0,0.0
4605,300,7.0,0.6666666666666666,-1.0,-1.0,1.0
4606,300,7.0,0.6666666666666666,-3.0,-3.0,1.0
4610,127,9.0,0.625,1.0,0.0,1.0
4611,28,9.0,0.625,1.0,0.0,0.0
4612,233,4.0,0.625,0.0,-2.0,1.0
4613,91,17.0,0.625,2.0,2.0,0.0
4614,77,9.0,0.625,1.0,0.0,1.0
4615,300,8.0,0.625,1.0,1.0,1.0
4616,300,10.0,0.625,2.0,0.0,1.0
4617,300,17.0,0.625,2.0,2.0,0.0
4618,51,13.0,0.6,2.0,5.0,1.0
4619,300,10.0,0.6,1.0,0.0,1.0
4620,151,8.0,0.6,0.0,2.0,0.0
4621,300,8.0,0.6,1.0,-1.0,1.0
4622,230,18.0,0.6,0.0,-1.0,0.0
4623,300,3.0,0.75,0.0,4.0,1.0
4624,300,5.0,0.75,2.0,4.0,1.0
4625,300,8.0,0.75,0.0,3.0,0.0
4626,300,21.0,0.75,4.0,9.0,1.0
4627,252,4.0,0.75,-2.0,-3.0,1.0
4629,228,6.0,0.75,-1.0,-1.0,1.0
4630,133,1.0,0.75,1.0,4.0,1.0
4631,300,6.0,1.0,-1.0,-3.0,1.0
4632,300,8.0,1.0,1.0,-1.0,1.0
4635,300,18.0,0.6666666666666666,1.0,2.0,1.0
4636,300,3.0,0.6666666666666666,-2.0,0.0,0.0
4637,137,3.0,0.6666666666666666,0.0,2.0,1.0
4638,300,4.0,0.0,-3.0,-3.0,0.0
4639,300,3.0,0.0,0.0,-1.0,0.0
4640,57,2.0,0.0,-3.0,-1.0,0.0
4641,300,6.0,0.6,-1.0,0.0,1.0
4642,300,4.0,0.6,-2.0,-2.0,1.0
4643,300,11.0,0.6,0.0,2.0,0.0
4645,300,4.0,0.6,3.0,8.0,0.0
4646,300,10.0,0.6666666666666666,-6.0,-3.0,1.0
4647,103,3.0,0.6666666666666666,-6.0,-2.0,0.0
4648,142,19.0,0.6666666666666666,-5.0,-2.0,1.0
4649,300,6.0,0.6666666666666666,-2.0,1.0,1.0
4650,194,2.0,0.6666666666666666,-2.0,2.0,0.0
4651,88,4.0,0.6666666666666666,-5.0,-4.0,1.0
4652,28,3.0,0.6666666666666666,1.0,2.0,0.0
4653,245,5.0,0.6666666666666666,2.0,10.0,1.0
4654,294,21.0,0.6666666666666666,2.0,8.0,1.0
4657,300,1.0,0.0,2.0,3.0,0.0
4658,300,1.0,0.0,1.0,1.0,0.0
4659,148,2.0,1.0,-2.0,-5.0,1.0
4660,217,14.0,1.0,-2.0,4.0,1.0
4662,300,5.0,0.0,0.0,-1.0,0.0
4664,54,10.0,0.5,-2.0,-3.0,0.0
4665,114,1.0,0.5,-1.0,-1.0,1.0
4666,300,1.0,1.0,0.0,-1.0,1.0
4667,300,4.0,1.0,-3.0,-5.0,1.0
4668,300,2.0,0.3333333333333333,1.0,-2.0,1.0
4669,300,1.0,0.3333333333333333,-3.0,-3.0,0.0
4671,285,10.0,1.0,2.0,2.0,1.0
4672,173,10.0,0.5,-2.0,-3.0,0.0
4673,81,4.0,0.5,-2.0,-1.0,1.0
4674,300,10.0,1.0,1.0,2.0,1.0
4675,300,11.0,1.0,-1.0,4.0,1.0
4676,300,3.0,1.0,-1.0,-1.0,1.0
4677,300,9.0,1.0,0.0,5.0,1.0
4682,300,14.0,1.0,8.0,7.0,1.0
4683,218,7.0,1.0,0.0,2.0,1.0
4684,140,3.0,1.0,-2.0,0.0,1.0
4685,41,4.0,0.5,0.0,1.0,1.0
4686,129,7.0,0.5,-5.0,-7.0,0.0
4687,185,4.0,0.6666666666666666,1.0,0.0,1.0
4688,300,3.0,0.6666666666666666,-2.0,-2.0,1.0
4690,300,8.0,1.0,2.0,1.0,1.0
4691,300,4.0,1.0,0.0,2.0,1.0
4692,150,6.0,1.0,0.0,0.0,1.0
4693,132,6.0,1.0,-1.0,1.0,1.0
4695,300,5.0,0.6666666666666666,4.0,3.0,1.0
4696,300,3.0,0.6666666666666666,0.0,4.0,0.0
4697,111,17.0,0.6666666666666666,-1.0,0.0,1.0
4698,153,7.0,0.6666666666666666,0.0,1.0,1.0
4699,269,3.0,0.6666666666666666,-2.0,0.0,0.0
4700,300,7.0,0.6666666666666666,-3.0,-2.0,1.0
4706,73,7.0,0.5,0.0,1.0,1.0
4707,124,2.0,0.5,2.0,1.0,0.0
4708,300,8.0,0.6666666666666666,-4.0,-3.0,1.0
4709,194,3.0,0.6666666666666666,-5.0,-1.0,0.0
4710,63,2.0,0.6666666666666666,-5.0,-3.0,1.0
4711,300,1.0,0.5,-3.0,-1.0,1.0
4713,300,4.0,0.5,-4.0,-4.0,1.0
4714,159,1.0,0.5,-2.0,-4.0,0.0
4715,174,10.0,0.5,-3.0,-2.0,1.0
4716,238,5.0,0.5,-5.0,-4.0,1.0
4717,130,8.0,0.5,-3.0,0.0,0.0
4718,83,2.0,0.5,-4.0,-4.0,0.0
4719,300,5.0,1.0,0.0,-4.0,1.0
4720,277,7.0,1.0,2.0,3.0,1.0
4721,300,4.0,0.5,0.0,1.0,1.0
4722,300,1.0,0.5,0.0,0.0,0.0
4726,300,5.0,0.3333333333333333,2.0,1.0,0.0
4727,159,7.0,0.3333333333333333,-2.0,4.0,1.0
4730,300,3.0,0.0,0.0,-2.0,0.0
4731,300,12.0,0.5,-3.0,-2.0,1.0
4732,300,3.0,0.5,1.0,-2.0,0.0
4733,298,4.0,0.8,0.0,2.0,1.0
4734,300,9.0,0.8,1.0,5.0,1.0
4735,45,2.0,0.8,1.0,2.0,0.0
4736,300,1.0,0.8,-1.0,-1.0,1.0
4737,300,2.0,0.8,3.0,4.0,1.0
4739,300,4.0,0.8,0.0,2.0,1.0
4740,130,16.0,0.8,2.0,7.0,1.0
4741,281,8.0,0.8,0.0,6.0,1.0
4742,300,7.0,0.8,1.0,2.0,1.0
4743,7,5.0,0.8,2.0,2.0,0.0
4744,300,18.0,1.0,-2.0,0.0,1.0
4745,300,4.0,1.0,3.0,2.0,1.0
4746,186,5.0,1.0,6.0,5.0,1.0
4747,300,3.0,1.0,0.0,0.0,1.0
4748,300,6.0,0.3333333333333333,3.0,3.0,1.0
4749,151,4.0,0.3333333333333333,4.0,4.0,1.0
4750,131,9.0,0.3333333333333333,1.0,1.0,0.0
4751,300,17.0,0.3333333333333333,0.0,2.0,0.0
4752,191,4.0,0.3333333333333333,4.0,2.0,0.0
4753,300,2.0,0.3333333333333333,2.0,0.0,0.0
4754,300,8.0,1.0,-6.0,-6.0,1.0
4757,299,2.0,0.5,-3.0,-3.0,1.0
4758,300,3.0,0.5,-2.0,-3.0,0.0
4763,294,5.0,0.0,0.0,-2.0,0.0
4764,187,10.0,1.0,1.0,2.0,1.0
4766,300,8.0,0.3333333333333333,3.0,4.0,1.0
4767,186,2.0,0.3333333333333333,1.0,3.0,0.0
4769,300,11.0,1.0,2.0,-1.0,1.0
4770,238,19.0,0.42857142857142855,-3.0,1.0,0.0
4771,191,4.0,0.42857142857142855,-3.0,-1.0,0.0
4772,300,5.0,0.42857142857142855,-2.0,5.0,1.0
4773,300,14.0,0.42857142857142855,-5.0,-3.0,1.0
4774,300,4.0,0.42857142857142855,-1.0,-1.0,0.0
4775,289,3.0,0.42857142857142855,-3.0,-2.0,0.0
4776,203,21.0,0.42857142857142855,-2.0,3.0,1.0
4777,300,6.0,0.6666666666666666,-2.0,-7.0,1.0
4778,177,14.0,0.6666666666666666,-3.0,-5.0,1.0
4779,300,3.0,0.6666666666666666,-3.0,-1.0,0.0
4780,210,7.0,0.5,0.0,3.0,0.0
4781,242,7.0,0.5,1.0,6.0,1.0
4782,300,1.0,1.0,-1.0,2.0,1.0
4784,300,19.0,0.6,-1.0,-1.0,1.0
4785,267,8.0,0.6,-1.0,-1.0,1.0
4786,300,6.0,0.6,-1.0,2.0,0.0
4787,300,4.0,0.6,0.0,-3.0,1.0
4788,23,2.0,0.6,1.0,2.0,0.0
4791,300,20.0,0.2,0.0,-2.0,1.0
4792,300,6.0,0.2,-6.0,-2.0,0.0
4793,300,17.0,0.2,-2.0,1.0,0.0
4794,300,10.0,0.2,-1.0,-1.0,0.0
