,time,fights_f1,win_proportion_f2,height_diff,reach_diff,kd,ctrl,sigster_throw,sigster_land,total_str_throw,td_land,leg_throw,weightclass_hw,weightclass_lhw,weightclass_mw,weightclass_wbw,method_sub,method_tko_doc,round_x_5,stance_x_Orthodox,stance_y_Orthodox,outcome
773,174,7.0,0.2857142857142857,-3.0,-6.0,0.008333333333333331,-24.21111111111111,7.300000000000001,14.016666666666666,21.025000000000002,-0.37499999999999994,1.0027777777777782,0,0,0,0,0,0,0,0,1,0.0
774,170,13.0,0.2857142857142857,-4.0,-2.0,-0.002551020408163268,37.7,-6.063265306122448,-15.147959183673468,-3.6239795918367363,1.1801020408163265,-1.0280612244897958,0,0,0,0,1,0,0,1,1,0.0
775,18,2.0,0.2857142857142857,-3.0,-5.0,-0.125,20.700000000000003,-8.47142857142857,-16.821428571428573,-4.746428571428574,0.9964285714285714,0.19642857142857162,0,0,0,0,1,0,0,1,1,0.0
776,300,1.0,0.2857142857142857,1.0,-2.0,0.125,-23.049999999999997,-7.899999999999999,-8.125,-10.05,0.675,-0.125,0,0,0,0,0,0,0,1,1,0.0
777,152,5.0,0.4,1.0,-3.0,0.45454545454545453,-66.16363636363636,17.236363636363638,26.136363636363637,17.536363636363635,-2.3909090909090907,2.0818181818181816,0,0,0,0,0,0,0,0,0,1.0
778,300,10.0,0.4,3.0,-2.0,0.05799373040752351,-39.70846394984326,1.6018808777429463,7.946708463949843,-3.829153605015673,-1.8667711598746082,1.457680250783699,0,0,0,0,0,0,0,0,0,1.0
779,300,11.0,0.4,4.0,-1.0,0.08916083916083915,-64.30594405594405,2.2132867132867133,5.386363636363637,-0.3059440559440567,-2.4562937062937062,1.7010489510489508,0,0,1,0,0,0,0,0,0,0.0
780,300,1.0,0.4,2.0,-1.0,0.03146853146853147,-50.44055944055944,5.944055944055943,17.097902097902097,8.367132867132867,-1.6678321678321677,1.104895104895105,0,0,0,0,0,0,0,1,0,0.0
781,300,2.0,0.4,2.0,1.0,0.28787878787878785,-51.14141414141414,2.191919191919192,9.969696969696972,-1.5303030303030312,0.07575757575757569,1.9595959595959593,0,0,0,0,0,0,0,1,0,0.0
786,196,2.0,0.6666666666666666,4.0,3.0,0.0,15.253968253968253,-3.5079365079365097,-13.19047619047619,-4.285714285714288,1.1746031746031746,-0.9047619047619047,0,0,0,0,1,0,0,0,1,0.0
787,260,6.0,0.6666666666666666,3.0,2.0,0.045454545454545456,110.27777777777777,-7.646464646464649,-28.030303030303028,1.0606060606060588,2.191919191919192,-2.984848484848485,0,0,0,0,1,0,0,0,1,1.0
788,125,3.0,0.6666666666666666,2.0,3.0,0.07692307692307693,43.162393162393165,-8.094017094017095,-29.666666666666664,6.641025641025639,1.9401709401709402,1.9487179487179485,0,0,0,0,1,0,0,0,1,1.0
791,76,5.0,0.2,1.0,0.0,-0.042763157894736836,-62.753289473684205,7.0493421052631575,27.19736842105263,2.7565789473684212,-0.05263157894736836,1.7598684210526314,0,0,0,0,0,0,0,1,0,0.0
792,300,5.0,0.2,2.0,4.0,0.09473684210526317,-63.6157894736842,0.03684210526315823,1.5473684210526315,-1.8684210526315788,-0.6526315789473683,1.1473684210526316,0,0,0,0,0,0,0,1,0,0.0
793,300,1.0,0.2,8.0,3.0,-0.03859649122807017,-66.98245614035088,16.070175438596493,41.48070175438596,13.298245614035086,-0.7192982456140351,5.214035087719298,0,0,0,0,0,0,0,1,0,0.0
794,300,2.0,0.2,3.0,2.0,-0.10526315789473684,2.0478468899521545,10.373205741626794,29.94736842105263,12.449760765550241,1.1291866028708133,0.038277511961722244,0,0,0,0,0,0,0,1,0,0.0
795,142,4.0,0.2,2.0,0.0,-0.10526315789473684,-44.128289473684205,10.674342105263158,27.44736842105263,9.756578947368421,-0.30263157894736836,1.8848684210526314,0,0,0,0,1,0,0,1,0,1.0
796,300,5.0,0.5,-3.0,-1.0,0.009868421052631582,-6.7006578947368425,8.049342105263158,16.934210526315788,6.967105263157894,0.8421052631578947,1.3914473684210527,0,0,0,0,0,0,0,1,1,0.0
797,211,4.0,0.5,1.0,-2.0,-0.05263157894736842,111.0701754385965,4.936842105263157,-3.782456140350881,22.775438596491224,2.775438596491228,-0.22105263157894717,0,0,0,0,1,0,0,0,1,1.0
798,300,5.0,0.5,1.0,1.0,0.2200956937799043,-19.626794258373206,4.3277511961722475,6.5478468899521545,2.751196172248804,0.06937799043062201,0.3516746411483256,0,0,0,0,0,0,0,1,1,1.0
799,300,12.0,0.5,-3.0,-2.0,0.0852994555353902,-16.71143375680581,5.771324863883848,9.994555353901994,6.049001814882033,-0.019963702359346636,1.82032667876588,0,0,0,0,0,0,0,0,1,0.0
800,300,2.0,0.5,-1.0,-2.0,-0.05263157894736842,44.90350877192983,7.7368421052631575,7.850877192982452,6.675438596491226,2.8421052631578947,2.9122807017543857,0,0,0,0,0,0,0,1,1,1.0
801,300,2.0,0.5,0.0,-3.0,0.0,13.89473684210526,-2.8947368421052637,-10.473684210526319,1.4210526315789451,0.5263157894736843,-0.26315789473684204,0,0,0,0,0,0,0,1,1,0.0
802,300,5.0,0.6666666666666666,-4.0,0.0,0.0625,-17.164772727272727,4.585227272727273,13.340909090909093,4.125,0.0,3.5397727272727275,0,0,0,0,0,0,0,1,1,1.0
803,300,6.0,0.6666666666666666,-4.0,1.0,0.03571428571428571,-10.512987012987011,7.487012987012989,7.626623376623378,11.0,-0.9285714285714286,6.191558441558442,0,0,0,0,0,0,0,1,1,1.0
804,300,1.0,0.6666666666666666,-1.0,-1.0,0.125,-9.977272727272727,-10.102272727272727,-23.284090909090907,-8.875,0.625,0.9772727272727273,0,0,0,0,0,0,0,0,1,0.0
805,224,7.0,0.75,-1.0,-4.0,0.0,33.87290969899665,8.290969899665551,14.11036789297659,0.2508361204013383,-0.39799331103678925,1.6020066889632107,0,0,0,1,1,0,0,1,1,0.0
807,77,5.0,0.75,0.0,-2.0,0.0,-30.067307692307693,8.26923076923077,10.403846153846153,1.5352564102564088,-1.073717948717949,2.0096153846153846,0,0,0,1,1,0,0,1,1,1.0
808,300,4.0,0.75,-1.0,-3.0,0.0,61.37435897435897,11.035897435897436,18.287179487179486,9.810256410256411,-0.08205128205128198,1.8512820512820514,0,0,0,1,0,0,0,1,1,1.0
809,300,7.0,0.75,-3.0,-6.0,0.0,64.04140786749483,-6.049689440993792,-10.948240165631468,-10.587991718426498,0.21739130434782616,-4.496894409937888,0,0,0,1,0,0,0,1,1,1.0
811,300,4.0,0.75,-3.0,-3.0,0.07407407407407407,38.62433862433863,8.13227513227513,11.650793650793652,16.27513227513228,-0.11111111111111116,1.0634920634920642,0,0,0,1,0,0,0,1,1,1.0
813,300,7.0,0.3333333333333333,-2.0,-2.0,0.0,64.0267558528428,-6.285953177257525,-14.505016722408023,-8.364548494983278,0.8327759197324416,1.0250836120401337,0,0,0,1,0,0,0,1,1,0.0
814,300,4.0,0.3333333333333333,0.0,2.0,0.07692307692307693,9.46153846153846,-12.653846153846153,-23.0,-11.461538461538463,0.07692307692307693,-0.8076923076923079,0,0,0,1,0,0,0,1,1,1.0
815,300,4.0,0.3333333333333333,-2.0,-2.0,0.0,-6.750582750582751,-3.6864801864801855,-2.5524475524475534,-4.53846153846154,0.282051282051282,1.4440559440559437,0,0,0,1,0,0,0,1,1,0.0
816,300,7.0,0.3333333333333333,-3.0,1.0,0.03571428571428571,58.3543956043956,-3.1648351648351642,-0.7115384615384599,-3.9313186813186825,0.9725274725274726,-0.7280219780219783,0,0,0,1,0,0,0,1,1,0.0
817,300,6.0,0.3333333333333333,1.0,2.0,0.0,50.079185520361996,-8.690045248868778,-11.814479638009047,-4.597285067873305,0.7330316742081449,-1.0158371040723984,0,0,0,1,0,0,0,1,1,1.0
818,300,6.0,0.3333333333333333,0.0,-1.0,0.06666666666666667,33.62820512820513,-10.807692307692307,-25.028205128205126,-6.471794871794874,0.21538461538461534,-1.1923076923076925,0,0,0,1,0,0,0,1,1,0.0
820,261,7.0,1.0,1.0,1.0,0.0,71.89855072463769,8.688405797101447,10.123188405797105,11.340579710144928,-0.7826086956521738,0.3840579710144927,0,0,0,1,0,0,0,1,0,1.0
821,300,3.0,1.0,0.0,3.0,0.0,109.87878787878788,17.53030303030303,24.984848484848488,34.348484848484844,-0.2727272727272727,0.25757575757575735,0,0,0,0,0,0,0,1,0,1.0
822,300,7.0,0.5714285714285714,-1.0,-2.0,0.0,67.00271739130434,-1.1240942028985508,-15.793478260869563,-1.6594202898550705,0.7590579710144929,-0.11594202898550732,0,0,0,0,0,0,0,1,1,0.0
823,300,10.0,0.5714285714285714,0.0,2.0,0.0,51.569078947368425,1.1962719298245617,-7.881578947368418,13.32456140350877,0.22587719298245618,2.982456140350877,0,0,0,1,0,0,0,1,1,1.0
824,300,10.0,0.5714285714285714,0.0,0.0,0.03571428571428571,111.1875,-9.395833333333332,-28.928571428571427,-4.7976190476190474,1.255952380952381,-2.404761904761905,0,0,0,1,0,0,0,1,1,1.0
825,300,7.0,0.5714285714285714,0.0,-1.0,0.024390243902439025,46.5594512195122,-4.548272357723576,-19.798780487804876,0.2886178861788622,1.2002032520325203,-2.2601626016260163,0,0,0,1,0,0,0,1,1,1.0
826,300,12.0,0.5714285714285714,3.0,2.0,0.021739130434782608,-18.497282608695652,3.9193840579710155,15.619565217391298,4.362318840579711,0.10688405797101447,0.07971014492753614,0,0,0,0,0,0,0,1,1,0.0
827,300,5.0,0.5714285714285714,-2.0,-2.0,0.0,0.46527777777777857,3.0486111111111107,6.416666666666664,2.416666666666668,0.041666666666666685,-0.38888888888888884,0,0,0,0,0,0,0,1,1,1.0
829,300,10.0,0.4285714285714285,2.0,0.0,-0.02857142857142857,26.703007518796994,-0.21503759398496314,-0.7030075187969871,9.84360902255639,-0.7443609022556391,4.14436090225564,0,0,0,0,0,0,0,1,1,0.0
830,300,12.0,0.4285714285714285,5.0,0.0,-0.0068322981366459624,-43.36335403726709,2.5080745341614907,22.798136645962728,0.8813664596273298,-0.8633540372670808,1.2416149068322984,0,0,0,0,0,0,0,1,1,1.0
831,300,5.0,0.4285714285714285,0.0,-4.0,-0.02857142857142857,-24.400793650793652,1.637301587301586,13.595238095238095,-1.0642857142857132,-0.9285714285714286,0.7730158730158734,0,0,0,0,0,0,0,1,1,0.0
832,300,4.0,0.4285714285714285,1.0,-2.0,-0.001544401544401542,-32.45559845559846,2.807722007722006,10.482625482625487,12.793822393822392,-1.1312741312741312,1.990733590733591,0,0,0,0,0,0,1,1,1,1.0
833,300,10.0,0.4285714285714285,3.0,1.0,-0.001544401544401542,15.949806949806941,-3.2463320463320464,12.969111969111971,1.6586872586872587,0.13899613899613894,-1.1714285714285713,0,0,0,0,0,0,0,1,1,0.0
834,300,7.0,0.4285714285714285,2.0,-2.0,-0.02857142857142857,-24.86607142857143,-1.4113095238095248,7.178571428571431,-3.480952380952381,-0.9702380952380953,1.1619047619047622,0,0,0,0,0,0,0,1,1,1.0
835,48,2.0,0.4285714285714285,0.0,0.0,-0.02857142857142857,33.73809523809524,-5.557142857142857,-8.154761904761905,-7.564285714285713,0.8214285714285714,1.4952380952380953,0,0,0,1,0,0,0,1,1,0.0
836,300,10.0,0.5,2.0,4.0,0.0,51.103801169590646,-1.852339181286549,-14.298245614035082,10.907894736842103,0.1842105263157895,3.371345029239766,0,0,0,0,0,0,0,1,1,0.0
837,269,11.0,0.5,2.0,1.0,0.08333333333333333,18.083333333333336,11.444444444444443,8.638888888888893,20.861111111111114,0.41666666666666663,8.222222222222221,0,0,0,0,1,0,0,1,1,0.0
838,300,12.0,0.5,5.0,4.0,0.021739130434782608,-18.96256038647343,0.8707729468599048,9.202898550724633,1.945652173913043,0.06521739130434778,0.468599033816425,0,0,0,0,0,0,0,1,1,1.0
839,300,12.0,0.5,5.0,4.0,0.021739130434782608,-18.96256038647343,0.8707729468599048,9.202898550724633,1.945652173913043,0.06521739130434778,0.468599033816425,0,0,0,0,0,0,0,1,1,1.0
840,300,10.0,0.5,3.0,5.0,0.02702702702702703,40.35060060060059,-4.883633633633632,-0.626126126126124,2.722972972972972,1.0675675675675675,-1.9444444444444446,0,0,0,0,0,0,0,1,1,0.0
841,300,6.0,0.5,2.0,2.0,0.0,48.075670498084285,-10.866858237547891,-35.75287356321839,5.370689655172413,0.9137931034482758,0.26245210727969326,0,0,0,0,0,0,0,1,1,1.0
842,300,10.0,1.0,-1.0,-2.0,-0.05,50.18157894736842,-8.257894736842108,-22.381578947368418,5.507894736842104,0.4342105263157895,-0.8842105263157896,0,0,0,1,0,0,0,1,1,1.0
843,300,10.0,0.3333333333333333,-3.0,0.0,-0.021739130434782608,70.06636155606408,-2.723112128146454,-23.501144164759715,8.96224256292906,0.11899313501144171,2.902745995423341,0,0,0,0,0,0,0,1,1,0.0
844,300,6.0,0.3333333333333333,-3.0,-2.0,-0.021739130434782608,67.03823088455772,-11.737631184407796,-44.95577211394302,3.42503748125937,0.848575712143928,-0.20614692653673172,0,0,0,1,0,0,0,1,1,1.0
845,300,8.0,0.3333333333333333,-4.0,-1.0,0.0020703933747412,32.077639751552795,-2.89855072463768,-15.369565217391298,2.232919254658384,0.7681159420289855,-0.9368530020703933,0,0,0,1,0,0,0,1,1,0.0
846,300,10.0,1.0,0.0,2.0,0.0,3.0281306715063607,9.014519056261342,21.454627949183305,5.53720508166969,-0.7295825771324863,3.1088929219600727,0,0,0,0,0,0,0,1,1,1.0
847,300,7.0,1.0,0.0,-1.0,0.024390243902439025,-1.9814970563498662,3.2699747687132046,9.537426408746846,-7.4987384356602185,0.24474348191757778,-2.1337258200168208,0,0,0,1,0,0,0,1,1,1.0
849,187,10.0,1.0,1.0,2.0,0.0,35.85885167464115,-14.79425837320574,-27.040669856459324,-14.660287081339717,0.22966507177033496,-2.320574162679426,0,0,0,1,1,0,0,1,1,1.0
851,300,4.0,0.6666666666666666,3.0,1.0,0.041208791208791215,-48.89285714285714,-9.489010989010989,-22.28846153846154,-7.530219780219781,-0.8956043956043956,-0.07967032967032961,0,0,0,1,0,0,0,1,1,0.0
852,300,6.0,0.6666666666666666,4.0,1.0,-0.03571428571428571,-8.275210084033603,-5.525210084033613,-11.102941176470587,-0.6659663865546221,-0.23949579831932777,-0.28781512605042003,0,0,0,1,0,0,0,1,1,1.0
853,300,4.0,0.6666666666666666,2.0,-1.0,0.01984126984126984,-11.55952380952381,-4.531746031746032,-13.472222222222221,-1.9404761904761898,-0.4126984126984128,-0.6309523809523808,0,0,0,1,0,0,0,1,1,1.0
854,22,4.0,0.75,1.0,0.0,0.014423076923076927,-46.25,-4.158653846153847,-4.60096153846154,-16.173076923076923,-1.7884615384615383,-0.8653846153846154,0,0,0,1,0,0,0,1,0,1.0
855,74,10.0,0.75,0.0,-2.0,-0.026785714285714288,52.5,-6.0625,-9.241071428571427,-16.214285714285715,-0.5357142857142858,-1.3214285714285714,0,0,0,1,1,0,0,1,0,1.0
857,300,6.0,0.75,1.0,-3.0,0.004166666666666666,-22.08333333333333,-2.3125,-6.629166666666666,-11.183333333333334,-1.65,-1.25,0,0,0,1,0,0,0,1,0,1.0
860,300,5.0,0.3333333333333333,1.0,2.0,0.0,-8.711111111111109,5.644444444444446,7.488888888888887,11.577777777777776,-0.33333333333333326,0.0,1,0,0,0,0,0,0,1,1,0.0
862,251,5.0,0.0,0.0,2.0,-0.08333333333333333,-20.18333333333333,-1.966666666666665,-1.6500000000000057,-6.283333333333335,0.75,0.16666666666666674,1,0,0,0,1,0,0,1,1,0.0
863,98,1.0,0.0,-7.0,-2.0,0.027777777777777776,-48.361111111111114,-6.055555555555557,-10.69444444444445,-11.972222222222221,-0.1388888888888889,2.6111111111111116,1,0,0,0,0,0,0,1,1,0.0
864,300,5.0,0.6,4.0,4.0,0.0,-24.548717948717943,-7.697435897435895,-12.220512820512823,-7.456410256410255,-0.6153846153846154,-2.6923076923076925,1,0,0,0,0,0,0,1,1,0.0
865,275,3.0,0.6,3.0,4.0,0.0,172.56643356643357,-14.412587412587412,-34.33566433566433,-6.92307692307692,1.0209790209790208,-4.510489510489511,1,0,0,0,1,0,0,1,1,1.0
866,66,5.0,0.6,0.0,-1.0,0.3333333333333333,-41.782051282051285,-11.564102564102562,-24.987179487179485,-16.42307692307692,-1.4487179487179487,-2.1923076923076925,1,0,0,0,0,0,0,0,1,1.0
867,268,2.0,0.6,3.0,1.0,0.6,-50.61538461538461,-12.83076923076923,-24.353846153846153,-19.12307692307692,-1.5153846153846153,-3.7923076923076926,1,0,0,0,0,0,0,1,1,1.0
869,184,5.0,1.0,1.0,0.0,-0.125,18.44166666666667,-0.341666666666665,7.30833333333333,4.091666666666665,1.0,0.125,1,0,0,0,0,0,0,1,1,1.0
870,95,4.0,1.0,2.0,-1.0,0.3194444444444444,11.930555555555557,-5.986111111111111,-13.291666666666668,-8.26388888888889,0.4444444444444444,0.9027777777777777,1,0,0,0,0,0,0,1,1,1.0
871,300,2.0,1.0,-3.0,-4.0,-0.125,42.99038461538461,7.35576923076923,19.528846153846153,11.54807692307692,1.6153846153846154,2.8173076923076925,1,0,0,0,0,0,0,1,1,1.0
872,300,5.0,1.0,6.0,7.0,0.0,-14.80833333333333,4.408333333333335,12.93333333333333,-17.783333333333335,0.75,-0.125,1,0,0,0,0,0,0,1,1,1.0
873,262,6.0,1.0,4.0,3.0,0.0,76.6875,1.5,3.875,-20.5625,2.0625,0.375,1,0,0,0,1,0,0,0,1,1.0
874,300,3.0,1.0,8.0,9.0,0.045454545454545456,-2.011363636363633,-1.4431818181818183,4.954545454545453,-21.568181818181817,0.34090909090909094,0.5113636363636362,1,0,0,0,0,0,0,1,1,1.0
875,285,21.0,0.5,2.0,7.0,-0.2627257799671593,-18.46305418719212,1.8128078817734004,10.868637110016419,5.022988505747126,0.3694581280788176,-1.9786535303776684,0,0,0,0,0,0,0,1,1,1.0
876,221,5.0,0.5,1.0,1.0,-0.19047619047619047,-27.523809523809526,-2.2857142857142865,2.2380952380952372,-6.333333333333332,-0.19047619047619047,-2.761904761904762,0,0,0,0,0,0,0,0,1,0.0
877,300,21.0,0.5384615384615384,6.0,9.0,-0.11986863711001641,19.56869184455391,-0.5522714833059652,-5.004378762999458,8.00711548987411,0.6710454296661194,-0.9627805145046526,0,0,0,0,0,0,1,1,0,1.0
878,300,4.0,0.5384615384615384,1.0,4.0,0.015037593984962405,-35.76524644945698,9.837928153717627,14.299916457811193,7.984126984126984,-0.9841269841269841,-0.8563074352548039,0,0,1,0,0,0,0,1,0,0.0
879,300,11.0,0.5384615384615384,0.0,-2.0,-0.03571428571428571,45.63888888888889,-0.9900793650793656,-5.408730158730165,3.180555555555557,1.1944444444444442,1.3015873015873014,0,0,0,0,0,0,0,0,0,0.0
880,286,13.0,0.5384615384615384,0.0,0.0,0.12543554006968644,10.456833139759965,-6.622919086333722,-14.162214479287652,-6.16221447928765,0.18660472319008903,-1.7715834301200157,0,0,0,0,1,0,0,1,0,0.0
881,300,11.0,0.5384615384615384,3.0,2.0,0.023809523809523808,-14.380158730158733,4.173015873015871,9.66746031746031,2.9674603174603185,-0.3007936507936507,1.218253968253968,0,0,1,0,0,0,1,1,0,1.0
882,300,12.0,0.5384615384615384,4.0,1.0,-0.057142857142857134,39.717460317460315,-4.079365079365081,-15.758730158730163,-2.015873015873016,0.6444444444444445,-1.6984126984126986,0,0,1,0,0,0,0,1,0,0.0
883,103,4.0,0.5384615384615384,1.0,1.0,-0.09022556390977443,72.60317460317461,0.4168755221386782,-7.752715121136177,14.615705931495402,0.7527151211361739,2.4068504594820386,0,0,0,0,1,0,0,1,0,1.0
884,300,8.0,0.5384615384615384,2.0,6.0,-0.031746031746031744,-22.352380952380955,4.6507936507936485,1.206349206349202,3.961904761904762,-0.673015873015873,0.8349206349206346,0,0,1,0,0,0,1,0,0,1.0
885,78,8.0,0.5384615384615384,4.0,6.0,-0.14285714285714285,8.731379731379732,5.71916971916972,10.958485958485952,9.189255189255189,0.6568986568986569,2.6349206349206344,0,0,1,0,1,0,0,1,0,1.0
886,150,11.0,0.5384615384615384,4.0,4.0,-0.041591320072332724,-15.168977295559575,3.04179224432389,12.64235483222825,3.4777978702029344,-0.22463331324090807,0.3395619851316054,0,0,1,0,0,0,0,1,0,0.0
887,225,5.0,0.5384615384615384,5.0,7.0,-0.07308970099667773,42.55666297526762,-4.3517903285345145,-11.178663713547436,-2.1554078995939463,1.3181985972683647,-1.5588778146917683,0,0,1,0,1,0,0,1,0,1.0
888,165,4.0,0.5384615384615384,2.0,3.0,-0.07619047619047618,48.203174603174595,-3.9269841269841272,-11.81587301587302,-2.8158730158730165,0.9492063492063493,0.8349206349206346,0,0,1,0,0,0,0,1,0,0.0
889,300,5.0,0.5384615384615384,0.0,3.0,0.0654761904761905,-8.459325396825399,-5.793650793650794,-16.557539682539687,-4.078373015873016,-0.6299603174603174,-1.5317460317460319,0,0,0,0,0,0,0,1,0,1.0
890,300,21.0,0.0,0.0,6.0,-0.2627257799671593,39.322660098522164,-15.83004926108374,-21.55993431855501,-6.11986863711002,1.3694581280788176,-5.764367816091954,0,0,0,0,0,0,0,1,1,0.0
891,177,5.0,0.0,-2.0,0.0,-0.11180124223602483,-11.773291925465838,1.7111801242236027,10.472049689440993,1.3354037267080727,-0.06832298136645962,-1.6739130434782608,0,0,0,0,0,0,0,0,1,0.0
892,223,21.0,0.2307692307692307,7.0,10.0,-0.032567049808429116,-15.904853128991057,-0.2586206896551708,0.011494252873561095,5.430395913154534,-0.11334610472541518,-1.1995530012771392,0,0,0,0,1,0,0,1,0,0.0
893,111,19.0,0.2307692307692307,-1.0,0.0,0.009661835748792272,26.194847020933977,-3.9891304347826093,2.75,-1.940418679549115,0.7423510466988725,0.09742351046698872,0,0,0,0,1,0,0,1,0,1.0
894,300,24.0,0.2307692307692307,5.0,3.0,0.19135802469135801,-47.25308641975308,5.080246913580247,10.567901234567898,0.24691358024691468,-0.7438271604938271,2.1635802469135808,0,0,0,0,0,0,0,1,0,0.0
895,300,14.0,0.2307692307692307,3.0,5.0,0.16666666666666666,-32.18148148148148,6.744444444444444,9.177777777777777,3.7185185185185183,-1.2574074074074075,2.931481481481481,0,0,0,0,0,0,1,1,0,1.0
896,200,7.0,0.2307692307692307,4.0,2.0,0.07777777777777778,-52.78148148148148,9.7,19.266666666666666,19.60740740740741,-1.5685185185185186,1.442592592592593,0,0,0,0,1,0,0,0,0,0.0
897,300,5.0,0.2307692307692307,3.0,0.0,0.014211886304909563,-40.1959517657192,1.2441860465116292,4.767441860465119,-1.8018949181739856,-1.4429371231696813,0.9020241171403964,0,0,0,0,0,0,1,1,0,0.0
898,300,9.0,0.2307692307692307,3.0,4.0,0.08333333333333334,-49.078703703703695,2.0277777777777786,3.3333333333333357,-1.4120370370370345,-1.4490740740740742,-2.1435185185185186,0,0,0,0,0,0,1,0,0,0.0
899,300,4.0,0.2307692307692307,2.0,0.0,0.09444444444444444,-36.72037037037037,1.5,4.200000000000003,-0.9925925925925903,-1.1685185185185185,2.1648148148148145,0,0,0,0,0,0,0,0,0,0.0
900,151,5.0,0.2307692307692307,1.0,0.0,0.002136752136752143,-0.8126780626780601,-0.615384615384615,-0.3653846153846132,1.234330484330485,-0.5185185185185186,1.2378917378917382,0,0,0,0,0,0,0,0,0,0.0
901,300,6.0,0.2307692307692307,0.0,5.0,-0.05555555555555555,80.58124253285543,-5.306451612903226,-9.35483870967742,1.4074074074074083,1.3927718040621264,-0.9674432497013141,0,0,0,0,0,0,0,1,0,0.0
902,300,10.0,0.2307692307692307,2.0,1.0,-0.025704809286898837,16.935599778883358,-7.529850746268657,-6.8059701492537314,-5.652294085129906,0.5747650635710335,-2.293394140409066,0,0,0,0,0,0,0,0,0,1.0
903,59,7.0,0.2307692307692307,2.0,1.0,-0.015555555555555552,1.0096296296296288,-5.26,7.0,-4.4325925925925915,0.39148148148148154,-2.0951851851851853,0,0,0,0,0,0,0,1,0,0.0
904,270,3.0,0.2307692307692307,5.0,3.0,0.02444444444444445,-61.75037037037037,-7.34,-9.440000000000001,-13.272592592592591,-1.3685185185185187,0.8248148148148147,0,0,0,0,1,0,0,1,0,0.0
905,300,21.0,0.5,0.0,0.0,-0.13085764809902742,4.350132625994696,1.3952254641909825,4.319186560565868,11.792219274977896,0.8859416445623342,-0.6489832007073386,0,0,0,0,0,0,0,1,1,1.0
906,206,4.0,0.5,-3.0,-4.0,0.007444168734491302,-16.002481389578165,7.799007444168733,22.40446650124069,13.091811414392062,0.1662531017369726,3.2605459057071964,0,0,0,0,0,0,0,1,1,0.0
907,135,1.0,0.5,-5.0,-10.0,-0.05384615384615385,49.88461538461539,-7.846153846153847,-14.992307692307694,-3.3307692307692296,2.330769230769231,-1.7846153846153845,0,0,0,0,0,0,0,1,1,0.0
908,300,2.0,0.5,-5.0,-7.0,0.012820512820512803,-23.78205128205128,13.570512820512821,32.22435897435897,17.51923076923077,-0.2692307692307693,4.282051282051283,0,0,0,0,0,0,0,0,1,1.0
909,298,21.0,0.0,2.0,3.0,-0.06792058516196448,-79.57993730407523,-2.5768025078369874,4.1933124346917445,-3.7951933124346944,0.10971786833855801,1.0083594566353187,0,0,0,0,1,0,0,1,1,0.0
910,280,13.0,0.0,-2.0,-1.0,0.03153988868274582,-54.54545454545453,-5.981447124304266,-5.716141001855284,-14.267161410018556,0.20964749536178107,1.619666048237477,0,0,0,0,1,0,0,1,1,0.0
911,257,6.0,0.0,-2.0,-2.0,0.1783216783216783,-103.8146853146853,4.066433566433567,14.412587412587417,-8.08741258741259,-1.1993006993006992,0.19580419580419584,0,0,0,0,1,0,0,0,1,0.0
912,213,21.0,0.25,2.0,6.0,-0.15092453773113443,51.095952023988005,-17.541229385307343,-32.031984007996,-7.455272363818093,1.4377811094452773,-4.090454772613693,0,0,0,0,1,0,0,1,0,1.0
913,217,16.0,0.25,1.0,1.0,-0.0020380434782608647,28.474184782608695,-11.204483695652172,-21.137228260869563,-5.931385869565219,0.595108695652174,-3.3104619565217392,0,0,0,0,1,0,0,1,0,0.0
914,300,7.0,0.25,-4.0,3.0,-0.15307971014492752,103.08876811594203,-16.220108695652172,-25.480978260869563,-11.082427536231886,1.9909420289855073,-5.326086956521739,0,0,0,0,0,0,0,1,0,0.0
915,300,5.0,0.25,-3.0,-3.0,0.048309178743961345,34.99154589371981,-13.727053140096615,-24.765700483091784,-13.283816425120776,0.3937198067632851,-1.603864734299517,0,0,0,0,0,0,0,1,0,0.0
916,300,21.0,0.5,4.0,5.0,-0.24624226348364278,24.234748010610076,-6.643236074270554,-10.219274977895672,4.292219274977896,1.3090185676392574,0.8125552608311228,0,0,0,0,0,0,0,1,0,1.0
917,121,14.0,0.5,0.0,0.0,-0.04700854700854701,7.9581196581196565,0.3598290598290603,-1.0529914529914564,2.58034188034188,0.16495726495726493,4.943589743589743,0,0,0,0,0,0,0,1,0,0.0
918,300,8.0,0.5,1.0,0.0,-0.10256410256410256,-16.864102564102566,-2.8512820512820483,-1.697435897435902,-0.9974358974358957,-0.14615384615384613,1.0769230769230769,0,0,0,0,0,0,1,1,0,1.0
919,300,7.0,0.5,0.0,-3.0,-0.2692307692307692,27.843304843304843,-1.1623931623931618,5.121082621082621,8.102564102564106,1.45014245014245,1.1695156695156694,0,0,0,0,0,0,0,1,0,0.0
920,300,21.0,0.4545454545454545,1.0,5.0,-0.14888649425287356,22.62176724137931,-6.336745689655171,-10.894755747126439,-1.5238864942528743,0.8426724137931034,-0.779992816091954,0,0,0,0,0,0,0,1,1,1.0
921,284,17.0,0.4545454545454545,-2.0,0.0,-0.007695895522388058,15.775652985074629,-7.070662313432836,-17.936100746268657,-8.517024253731343,0.1725746268656716,-1.052938432835821,0,0,0,0,1,0,0,1,1,1.0
